8.46292	0.243462	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44818	0.251553	-1.99579e-011	1.09554e-011	8.44818	0.251553	8.45	0.25	-3.00027	0
8.57816	0.241813	-0.0105205	-0.000334576	8.56759	0.241943	8.45	0.25	0	0
8.45582	0.253997	0.0105205	0.000334576	8.45582	0.253997	8.45	0.25	0	0
824.876	-25621.8	-1.85729	-0.0559707	8.42544	0.254042	8.35	0.25	-1.81979	0
8.23962	0.24916	1.85729	0.0560054	8.23962	0.24916	8.25	0.25	-1.81978	0
529411	-1.75609e+007	-3.80854	-0.131399	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.84073	0.159858	3.80782	0.155178	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
4.64432e+006	-1.13972e+008	-3.21229	-0.267469	7.61269	0.155818	7.7	0.15	-2.99982	0
7.54016	0.159641	3.206	0.421797	7.54016	0.159641	7.55	0.15	-2.99982	0
7.35826e+007	-5.59287e+008	-1.83875	-0.571957	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.3426	0.0345311	1.73912	1.32928	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
1.27998e+009	-1.67462e+009	-0.144497	-4.41413	7.20598	0.00492725	7.2	9.49949e-007	-2.72851	-0.909507
7.05406	-0.0533409	-1.5887	6.6817	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
1.80153e+010	4.28348e+009	23.2262	3.80521	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.84972	-0.258749	-47.6204	-9.60542	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
4.10101e+010	-2.03314e+011	57.6835	-275.74	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.6433	-0.462646	-113.215	551.046	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
1.51184e+012	3.10613e+011	2048.33	420.008	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.56055	-0.650879	-4095.49	-840.605	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
3.48678e+012	-1.69879e+013	4721.84	-23003.4	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.45898	-1.05469	-9443.25	46006.4	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
1.32674e+014	2.72325e+013	179652	36874	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.25	-1.25	-359304	-73749.1	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
2.95494e+014	-1.43964e+015	400123	-1.9494e+006	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.375	-1.5	-800248	3.89879e+006	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
1.18205e+016	2.42621e+015	1.60059e+007	3.2853e+006	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
8	-2	-3.20119e+007	-6.5706e+006	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
2.53966e+016	-1.23732e+017	3.43892e+007	-1.67543e+008	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
0	0	-6.87782e+007	3.35086e+008	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
1.05708e+018	2.16971e+017	1.43138e+009	2.93798e+008	6.32593	-2.40018	6.35	-2.4	0	-2.72613
0	0	-2.8622e+009	-5.87482e+008	6.34927	-2.55175	6.35	-2.55	0	-2.72611
2.19985e+018	-1.07176e+019	2.97879e+009	-1.45126e+010	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
0	0	-5.87495e+009	2.86226e+010	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
-8.67735e+018	4.22759e+019	-5.87495e+009	2.86226e+010	6.46536	-3.00452	6.45	-3	0	-2.99754
0	0	3.49054e+009	-1.70058e+010	6.44119	-3.14955	6.45	-3.15	0	-2.99754
5.15555e+018	-2.51178e+019	3.49054e+009	-1.70058e+010	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
0	0	-1.27429e+009	6.20833e+009	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
2.07579e+019	4.26066e+018	1.88161e+010	3.8621e+009	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
0	0	-3.30421e+010	-6.78207e+009	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
-4.88035e+019	-1.00172e+019	-3.30421e+010	-6.78207e+009	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
0	0	1.68605e+010	3.46071e+009	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
2.49031e+019	5.1115e+018	1.68605e+010	3.46071e+009	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
0	-2048	-5.97242e+009	-1.22587e+009	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
4.28389e+018	-2.0871e+019	3.88316e+009	-1.89187e+010	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
0	0	-6.83104e+009	3.32807e+010	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
-1.00895e+019	4.91559e+019	-6.83104e+009	3.32807e+010	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
0	16384	3.48929e+009	-1.69997e+010	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
5.15371e+018	-2.51088e+019	3.48929e+009	-1.69997e+010	7.3138	-5.05204	7.25	-5	1.81907	-2.72861
0	0	-1.23623e+009	6.02287e+009	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
2.12615e+019	4.36403e+018	1.92726e+010	3.95579e+009	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
0	0	-3.38907e+010	-6.95624e+009	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
-5.00569e+019	-1.02744e+019	-3.38907e+010	-6.95624e+009	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
